wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
5301000,955000,1324000,1670000,5424000,5991000,10000,32000,11000,232000,68000,65000,2556000,8539000,11095000,25000000,114.8,112.55,92.48,109.0616,114.6866,113,106.3616,114.9116,111.9866
5490000,914000,1339000,884000,921000,5991000,10000,30000,11000,232000,68000,65000,2425000,8350000,10775000,25000000,114.8,112.1,92.48,109.0616,114.6866,113,106.3616,114.9116,111.9866
5490000,975000,1324000,1456000,4749000,5991000,20000,32000,11000,232000,68000,65000,2503000,3471000,5974000,25000000,114.8,112.1,92.48,109.175,114.9116,113.1116,106.475,115.1366,112.2116
5490000,955000,1924000,2226000,5878000,5995000,20000,11000,7000,223000,74000,65000,2717000,6785000,9502000,25000000,114.8,112.55,92.48,109.175,114.9116,113.1116,106.475,115.1366,112.2116
5484000,1016000,1251000,1811000,591000,5995000,20000,14000,11000,223000,68000,65000,2610000,4339000,6949000,25000000,114.8,113,92.48,109.175,114.9116,113.1116,106.475,115.1366,112.2116
5484000,975000,1219000,1121000,3940000,5995000,30000,14000,11000,223000,68000,65000,2618000,3739000,6357000,25000000,114.8,113,92.48,109.175,114.9116,113.1116,106.475,115.1366,112.2116
5484000,1028000,1315000,1113000,105000,6127000,30000,14000,7000,291000,74000,65000,2631000,6228000,8859000,25000000,114.8,113,92.48,109.175,114.9116,113.1116,106.475,115.1366,112.2116
5460000,1076000,1315000,1520000,105000,6127000,30000,14000,11000,291000,68000,65000,2784000,6092000,8876000,25000000,114.8,113,92.48,109.2866,115.1366,113.45,106.475,115.25,112.4366
5460000,975000,1411000,1819000,105000,6127000,20000,14000,11000,291000,68000,65000,2900000,6363000,9263000,25000000,114.8,113.45,92.48,109.2866,115.1366,113.45,106.475,115.25,112.4366
5460000,975000,1227000,1391000,105000,6179000,30000,11000,11000,219000,68000,68000,2888000,3904000,6792000,25000000,114.8,113.45,92.48,109.2866,115.1366,113.45,106.475,115.25,112.4366
5487000,1076000,1227000,1134000,105000,6179000,20000,14000,14000,219000,70000,65000,2838000,4254000,7092000,25000000,116.6,113.45,92.48,109.2866,115.1366,113.45,106.475,115.25,112.4366
5487000,914000,1171000,2098000,105000,6179000,30000,11000,11000,219000,68000,68000,2817000,4223000,7040000,25000000,116.6,113.45,92.48,109.2866,115.1366,113.45,106.475,115.25,112.4366
5487000,1089000,1267000,1573000,5200000,6190000,20000,14000,11000,230000,70000,65000,2562000,6474000,9036000,25000000,116.6,113.45,92.48,109.2866,115.475,113.7866,106.5866,115.5866,112.6616
5505000,955000,2043000,1020000,3589000,6190000,30000,11000,11000,230000,68000,68000,2771000,8690000,11461000,25000000,116.6,113.9,92.48,109.2866,115.475,113.7866,106.5866,115.5866,112.6616
5505000,1056000,1315000,987000,3500000,6190000,20000,11000,11000,230000,68000,68000,2570000,9473000,12043000,25000000,116.6,113.45,92.48,109.2866,115.475,113.7866,106.5866,115.5866,112.6616
5505000,1056000,1710000,1814000,3521000,6161000,10000,32000,11000,205000,68000,68000,2721000,6565000,9286000,25000000,116.6,113.45,92.48,109.2866,115.475,113.7866,106.5866,115.5866,112.6616
5493000,1036000,1781000,1310000,433000,6161000,20000,30000,11000,205000,68000,68000,2608000,7657000,10265000,25000000,116.6,113.9,92.48,109.2866,115.475,113.7866,106.5866,115.5866,112.6616
5493000,1178000,1473000,1109000,3500000,6161000,129000,76000,7000,205000,74000,68000,2659000,7419000,10078000,25000000,116.6,114.35,92.48,109.5116,115.7,114.0116,106.7,115.925,112.775
5264000,1016000,1362000,1734000,105000,6099000,20000,32000,11000,231000,68000,68000,2844000,7787000,10631000,25000000,116.6,114.35,92.48,109.5116,115.7,114.0116,106.7,115.925,112.775
5264000,853000,1411000,1229000,867000,6099000,10000,32000,11000,231000,68000,68000,2679000,7114000,9793000,25000000,116.6,114.35,92.48,109.5116,115.7,114.0116,106.7,115.925,112.775
5264000,853000,1196000,1935000,3521000,6099000,10000,30000,11000,231000,70000,65000,2694000,9425000,12119000,25000000,116.6,114.35,92.48,109.5116,115.7,114.0116,106.7,115.925,112.775
5356000,813000,1251000,1935000,2641000,6064000,30000,14000,11000,231000,68000,65000,2667000,3471000,6138000,25000000,116.6,114.35,92.48,109.5116,115.7,114.0116,106.7,115.925,112.775
5356000,914000,1100000,1129000,3582000,6064000,30000,14000,11000,231000,68000,68000,2695000,9392000,12087000,25000000,116.6,114.35,92.48,109.625,116.0366,114.35,106.8116,116.2616,113.1116
5356000,1036000,1243000,1391000,5465000,5971000,20000,14000,11000,241000,70000,68000,2654000,8159000,10813000,25000000,116.6,114.35,92.48,109.625,116.0366,114.35,106.8116,116.2616,113.1116
5399000,1280000,1204000,1562000,105000,5971000,20000,648000,4000,241000,86000,65000,2632000,3784000,6416000,25000000,116.6,114.35,92.48,109.625,116.0366,114.35,106.8116,116.2616,113.1116
5399000,1290000,1243000,1391000,5936000,5971000,20000,32000,11000,241000,70000,68000,2530000,8146000,10676000,25000000,116.6,114.8,92.48,109.625,116.0366,114.35,106.8116,116.2616,113.1116
5399000,948000,1315000,1089000,3828000,5915000,10000,32000,11000,227000,70000,68000,2595000,9754000,12349000,25000000,116.6,114.8,92.48,109.625,116.0366,114.35,106.8116,116.2616,113.1116
5460000,1076000,1219000,1331000,5506000,5915000,20000,32000,11000,227000,70000,68000,2618000,6532000,9150000,25000000,116.6,114.8,92.48,109.85,116.15,114.4616,106.925,116.4866,113.3366
5460000,1036000,1339000,1189000,4319000,5915000,20000,14000,11000,227000,68000,68000,2666000,9681000,12347000,25000000,116.6,114.35,92.48,109.85,116.15,114.4616,106.925,116.4866,113.3366
5460000,1097000,1251000,2633000,5749000,6128000,20000,11000,11000,227000,72000,68000,2628000,7394000,10022000,25000000,116.6,114.8,92.48,109.85,116.15,114.4616,106.925,116.4866,113.3366
5475000,1016000,1259000,1492000,5670000,6128000,30000,14000,11000,227000,70000,68000,2590000,6487000,9077000,25000000,116.6,114.8,92.48,109.85,116.15,114.4616,106.925,116.4866,113.3366
5475000,1076000,1251000,1834000,5568000,6128000,30000,14000,11000,227000,70000,68000,2698000,6214000,8912000,25000000,116.6,114.8,92.48,109.85,116.15,114.4616,106.925,116.4866,113.3366
5475000,874000,1362000,1471000,105000,6205000,30000,11000,11000,219000,74000,68000,2661000,3742000,6403000,25000000,116.6,114.8,92.48,109.9616,116.375,114.6866,107.15,116.7116,113.5616
5487000,914000,1267000,1391000,2764000,6205000,30000,11000,11000,219000,70000,68000,2731000,3482000,6213000,25000000,116.6,114.8,92.48,109.9616,116.375,114.6866,107.15,116.7116,113.5616
5487000,874000,1362000,1693000,5486000,6205000,30000,14000,11000,219000,70000,68000,2778000,3570000,6348000,25000000,116.6,114.8,92.48,109.9616,116.375,114.6866,107.15,116.7116,113.5616
5487000,1056000,1315000,1935000,2886000,6174000,20000,11000,11000,291000,68000,68000,2623000,4977000,7600000,25000000,116.6,115.25,92.48,109.9616,116.375,114.6866,107.15,116.7116,113.5616
5460000,874000,1204000,1948000,104000,6174000,30000,11000,11000,291000,68000,68000,2551000,3281000,5832000,25000000,116.6,115.25,92.48,109.9616,116.375,114.6866,107.15,116.7116,113.5616
5460000,1016000,1362000,1156000,880000,6174000,20000,11000,11000,291000,70000,68000,2573000,4293000,6866000,25000000,116.6,115.25,92.48,110.1866,116.6,114.9116,107.15,116.9366,113.7866
5460000,955000,1387000,948000,105000,6152000,30000,11000,11000,255000,70000,68000,2561000,3803000,6364000,25000000,116.6,115.25,92.48,110.1866,116.6,114.9116,107.15,116.9366,113.7866
5505000,1229000,1781000,1089000,5752000,6152000,20000,11000,11000,255000,70000,68000,2611000,3372000,5983000,25000000,116.6,115.25,92.48,110.1866,116.6,114.9116,107.15,116.9366,113.7866
5505000,1056000,1275000,1477000,105000,6152000,20000,14000,11000,255000,70000,68000,2583000,3177000,5760000,25000000,116.6,115.25,92.48,110.1866,116.6,114.9116,107.15,116.9366,113.7866
5304000,935000,1196000,1541000,105000,6108000,20000,14000,11000,230000,70000,68000,2615000,3169000,5784000,25000000,116.6,115.25,92.48,110.1866,116.6,114.9116,107.15,116.9366,113.7866
5304000,1229000,1204000,1113000,105000,6108000,20000,14000,7000,230000,70000,68000,2674000,6215000,8889000,25000000,116.6,115.25,92.48,110.3,116.825,115.1366,107.2616,117.1616,113.9
5304000,1048000,1243000,1328000,105000,6108000,20000,76000,11000,230000,68000,68000,2661000,3324000,5985000,25000000,116.6,115.25,92.48,110.3,116.825,115.1366,107.2616,117.1616,113.9
5377000,874000,1473000,1403000,5951000,6044000,10000,32000,11000,219000,74000,68000,2547000,7156000,9703000,25000000,116.6,115.25,92.48,110.3,116.825,115.1366,107.2616,117.1616,113.9
5377000,1178000,1275000,706000,105000,6044000,20000,32000,11000,219000,70000,68000,2533000,7638000,10171000,25000000,116.6,115.25,92.48,110.3,116.825,115.1366,107.2616,117.1616,113.9
5377000,955000,1251000,776000,754000,6092000,20000,32000,7000,219000,68000,68000,2709000,3383000,6092000,25000000,116.6,115.25,92.48,110.3,116.825,115.1366,107.2616,117.1616,113.9
5405000,1036000,1227000,771000,330000,6092000,20000,11000,11000,210000,68000,68000,2702000,3514000,6216000,25000000,116.6,115.25,92.48,110.4116,117.05,115.25,107.375,117.275,114.125
5405000,975000,1348000,792000,686000,6092000,20000,14000,11000,210000,68000,68000,2688000,7613000,10301000,25000000,116.6,115.25,92.48,110.4116,117.05,115.25,107.375,117.275,114.125
5405000,1076000,1520000,1371000,5383000,5887000,30000,14000,7000,270000,74000,68000,2589000,4707000,7296000,25000000,118.4,115.25,92.48,110.4116,117.05,115.25,107.375,117.275,114.125
5444000,955000,1339000,798000,105000,5887000,20000,14000,11000,270000,68000,68000,2605000,3536000,6141000,25000000,118.4,115.25,92.48,110.4116,117.05,115.25,107.375,117.275,114.125
5444000,914000,1339000,884000,409000,5887000,20000,651000,4000,270000,88000,68000,2547000,3959000,6506000,25000000,118.4,115.25,92.48,110.4116,117.05,115.25,107.375,117.275,114.125
5444000,955000,1378000,691000,105000,6147000,10000,32000,11000,389000,70000,68000,2680000,3676000,6356000,25000000,118.4,115.25,92.48,110.6366,117.1616,115.3616,107.4866,117.275,114.2366
5487000,935000,1330000,776000,105000,6147000,20000,32000,11000,389000,70000,68000,2737000,3924000,6661000,25000000,118.4,115.25,92.48,110.6366,117.1616,115.3616,107.4866,117.275,114.2366
5487000,1114000,1663000,1760000,5708000,6147000,10000,32000,11000,389000,70000,68000,2564000,7480000,10044000,25000000,118.4,115.25,92.48,110.6366,117.1616,115.3616,107.4866,117.275,114.2366
